id,fitness,niche
29848,0.976042,0
29848,0.976042,0
30104,0.959375,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29850,0.959375,0
29848,0.976042,0
29848,0.976042,0
29720,0.878125,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
28824,0.895833,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
30360,0.948958,0
29848,0.976042,0
29848,0.976042,0
13464,0.93125,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
62616,0.9625,0
29848,0.976042,0
29848,0.976042,0
21656,0.966667,0
29848,0.976042,0
29848,0.976042,0
62616,0.9625,0
62616,0.9625,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29912,0.952083,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29840,0.947917,0
29848,0.976042,0
62616,0.9625,0
29852,0.957292,0
29848,0.976042,0
21656,0.966667,0
29848,0.976042,0
29848,0.976042,0
29852,0.957292,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29832,0.973958,0
30104,0.959375,0
29848,0.976042,0
29848,0.976042,0
25752,0.945833,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29849,0.958333,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29850,0.959375,0
29848,0.976042,0
29848,0.976042,0
29849,0.958333,0
29848,0.976042,0
29848,0.976042,0
29880,0.955208,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
62616,0.9625,0
29720,0.878125,0
31896,0.952083,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29850,0.959375,0
29848,0.976042,0
29848,0.976042,0
29912,0.952083,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29720,0.878125,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29852,0.957292,0
30104,0.959375,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29880,0.955208,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29840,0.947917,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
62616,0.9625,0
29848,0.976042,0
31896,0.952083,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
31896,0.952083,0
62616,0.9625,0
29848,0.976042,0
25752,0.945833,0
29848,0.976042,0
30360,0.948958,0
29850,0.959375,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
28824,0.895833,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
29848,0.976042,0
62618,0.965625,1
63128,0.954167,2
29913,0.954167,3
29913,0.954167,3
29913,0.954167,3
62680,0.951042,4
25753,0.948958,5
21660,0.946875,6
30392,0.944792,7
5272,0.944792,8
30106,0.942708,9
30088,0.940625,10
30108,0.932292,11
29084,0.892708,11
29842,0.930208,12
27832,0.923958,13
13528,0.922917,14
29784,0.917708,15
28809,0.90625,16
29722,0.873958,17
29752,0.866667,18
30232,0.858333,19
21528,0.851042,20
21528,0.851042,20
13336,0.821875,21
17554,0.796875,22
