id,fitness,niche
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236615,0.867188,0
252935,0.876302,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236583,0.851562,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
105479,0.89974,0
236551,0.907552,0
234503,0.882812,0
236807,0.880208,0
236559,0.884115,0
236551,0.907552,0
105479,0.89974,0
236551,0.907552,0
236547,0.865885,0
236551,0.907552,0
236551,0.907552,0
203783,0.880208,0
237063,0.898437,0
236550,0.869792,0
236551,0.907552,0
252935,0.876302,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236559,0.884115,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236807,0.880208,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
105479,0.89974,0
498695,0.886719,0
236551,0.907552,0
235527,0.894531,0
236551,0.907552,0
252935,0.876302,0
236551,0.907552,0
236559,0.884115,0
232455,0.873698,0
236551,0.907552,0
236551,0.907552,0
236679,0.880208,0
236567,0.885417,0
171015,0.86849,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236583,0.851562,0
236551,0.907552,0
498695,0.886719,0
236551,0.907552,0
236551,0.907552,0
236807,0.880208,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236559,0.884115,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
234503,0.882812,0
236559,0.884115,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
252935,0.876302,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236549,0.876302,0
236551,0.907552,0
236551,0.907552,0
236583,0.851562,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
235527,0.894531,0
244743,0.886719,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236567,0.885417,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236547,0.865885,0
236567,0.885417,0
236550,0.869792,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236567,0.885417,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
498695,0.886719,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236615,0.867188,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
236551,0.907552,0
105479,0.89974,0
203815,0.891927,1
171079,0.886719,2
170055,0.867187,2
170055,0.867187,2
496647,0.886719,3
105751,0.884115,4
105495,0.867187,4
171014,0.880208,5
234502,0.878906,6
179215,0.878906,7
199687,0.878906,8
236591,0.877604,9
515079,0.876302,10
515079,0.876302,10
465991,0.875,11
236934,0.873698,12
236612,0.871094,13
236580,0.869792,14
433159,0.869792,15
253079,0.865885,16
113415,0.864583,17
105475,0.863281,18
465943,0.858073,19
39943,0.856771,20
236599,0.852865,21
252931,0.847656,22
253446,0.841146,23
105477,0.838542,24
